period,gameClock,wallClock,team,playerName,playerNumber,distanceFromBall,changeInDistanceFromBall
1,0:00:15,1599957500650,Atlanta,Matheus Rossetto,9,3.546110545,0.031498191
1,0:00:15,1599957500650,Atlanta,E. Barco,8,4.384928734,0.072620767
1,0:00:15,1599957500690,Atlanta,Matheus Rossetto,9,3.117081969,0.014808609
1,0:00:15,1599957500730,Atlanta,Matheus Rossetto,9,2.817605366,0.02214476
1,0:00:16,1599957500770,Atlanta,Matheus Rossetto,9,2.408754865,0.003552171
1,0:00:17,1599957502290,Atlanta,A. Walkes,4,2.140327078,0.238485865
1,0:00:17,1599957502330,Atlanta,A. Walkes,4,1.732166274,0.242703283
1,0:00:17,1599957502370,Atlanta,A. Walkes,4,1.38798415,0.224369093
1,0:00:17,1599957502410,Atlanta,A. Walkes,4,1.015332458,0.248390478
1,0:00:17,1599957502450,Atlanta,A. Walkes,4,0.827647268,0.238919827
1,0:00:17,1599957502490,Atlanta,A. Walkes,4,0.713442359,0.198660852
1,0:00:17,1599957502530,Atlanta,A. Walkes,4,0.714702735,0.112539967
1,0:00:17,1599957502570,Atlanta,A. Walkes,4,1.239072234,0.040990433
1,0:00:17,1599957502610,Atlanta,A. Walkes,4,1.422743828,0.024852559
1,0:00:19,1599957503890,Atlanta,M. Robinson,12,4.531412583,0.18388455
1,0:00:19,1599957503930,Atlanta,M. Robinson,12,4.375671377,0.174600085
1,0:00:19,1599957503970,Atlanta,M. Robinson,12,4.250599958,0.186710195
1,0:00:19,1599957504010,Atlanta,M. Robinson,12,4.098255727,0.17779657
1,0:00:19,1599957504050,Atlanta,M. Robinson,12,3.97407851,0.178818308
1,0:00:19,1599957504090,Atlanta,M. Robinson,12,3.83377099,0.17884281
1,0:00:19,1599957504130,Atlanta,M. Robinson,12,3.711940193,0.171629473
1,0:00:19,1599957504170,Atlanta,M. Robinson,12,3.590891254,0.181712468
1,0:00:19,1599957504210,Atlanta,M. Robinson,12,3.470360212,0.173664897
1,0:00:19,1599957504250,Atlanta,M. Robinson,12,3.370133529,0.167072493
1,0:00:19,1599957504290,Atlanta,M. Robinson,12,3.221257518,0.169290939
1,0:00:19,1599957504330,Atlanta,M. Robinson,12,3.120144227,0.163372339
1,0:00:19,1599957504370,Atlanta,M. Robinson,12,3.000016667,0.154933188
1,0:00:19,1599957504410,Atlanta,M. Robinson,12,2.910068728,0.154819193
1,0:00:19,1599957504450,Atlanta,M. Robinson,12,2.810284683,0.156589147
1,0:00:19,1599957504490,Atlanta,M. Robinson,12,2.710166047,0.15515137
1,0:00:19,1599957504530,Atlanta,M. Robinson,12,2.610478883,0.146498364
1,0:00:19,1599957504570,Atlanta,M. Robinson,12,2.520178565,0.134806477
1,0:00:19,1599957504610,Atlanta,M. Robinson,12,2.450326509,0.144768008
1,0:00:19,1599957504650,Atlanta,M. Robinson,12,2.36,0.121920466
1,0:00:19,1599957504690,Atlanta,M. Robinson,12,2.290087335,0.132565608
1,0:00:19,1599957504730,Atlanta,M. Robinson,12,2.210022624,0.118420368
1,0:00:20,1599957504770,Atlanta,M. Robinson,12,2.150023256,0.109190092
1,0:00:20,1599957504810,Atlanta,M. Robinson,12,2.090598001,0.104798414
1,0:00:20,1599957504850,Atlanta,M. Robinson,12,2.031206538,0.100792075
1,0:00:20,1599957504890,Atlanta,M. Robinson,12,1.972536438,0.088498222
1,0:00:20,1599957504930,Atlanta,M. Robinson,12,1.917550521,0.070119873
1,0:00:20,1599957504970,Atlanta,M. Robinson,12,1.860026882,0.088699695
1,0:00:20,1599957505010,Atlanta,M. Robinson,12,1.77138364,0.086361385
1,0:00:20,1599957505050,Atlanta,M. Robinson,12,1.694992625,0.093462107
1,0:00:20,1599957505090,Atlanta,M. Robinson,12,1.617899873,0.097603849
1,0:00:20,1599957505130,Atlanta,M. Robinson,12,1.551289786,0.097123358
1,0:00:20,1599957505170,Atlanta,M. Robinson,12,1.513803158,0.110877643
1,0:00:20,1599957505210,Atlanta,M. Robinson,12,1.480607983,0.117193153
1,0:00:20,1599957505250,Atlanta,M. Robinson,12,1.439235908,0.124511603
1,0:00:20,1599957505290,Atlanta,M. Robinson,12,1.494121816,0.123537998
1,0:00:20,1599957505330,Atlanta,M. Robinson,12,1.45361618,0.13448768
1,0:00:55,1599957539850,Atlanta,J. Larentowicz,18,3.104738314,0.041341507
1,0:00:55,1599957539850,Atlanta,B. Lennon,11,2.070869383,0.138772077
1,0:00:55,1599957539890,Atlanta,J. Larentowicz,18,2.823632412,0.035909327
1,0:00:55,1599957539890,Atlanta,B. Lennon,11,1.54870914,0.134601648
1,0:00:55,1599957539930,Atlanta,J. Larentowicz,18,2.582576233,0.021443671
1,0:00:55,1599957539930,Atlanta,B. Lennon,11,1.05848949,0.114826414
1,0:00:55,1599957539970,Atlanta,A. Jahn,14,4.40596187,0.138304433
1,0:00:55,1599957539970,Atlanta,J. Larentowicz,18,2.424046204,0.027715676
1,0:00:55,1599957539970,Atlanta,B. Lennon,11,0.72201108,0.055602797
1,0:00:56,1599957540770,Atlanta,B. Guzan,1,2.059951456,0.121653233
1,0:00:56,1599957540770,Atlanta,G. Bello,21,4.426511041,0.041479685
1,0:00:56,1599957540770,Atlanta,A. Walkes,4,1.858009688,0.137980618
1,0:00:56,1599957540810,Atlanta,B. Guzan,1,2.150372061,0.120273541
1,0:00:56,1599957540810,Atlanta,A. Walkes,4,1.811077028,0.145754236
1,0:00:56,1599957540850,Atlanta,B. Guzan,1,1.941648784,0.103035176
1,0:00:56,1599957540850,Atlanta,G. Bello,21,4.536176804,0.045007691
1,0:00:56,1599957540850,Atlanta,A. Walkes,4,2.094182418,0.141850479
1,0:01:58,1599957603170,Nashville,D. McCarty,6,3.997211528,0.174110692
1,0:01:58,1599957603210,Nashville,D. McCarty,6,3.85659176,0.181676795
1,0:01:58,1599957603250,Nashville,D. McCarty,6,3.672505956,0.18244865
1,0:01:58,1599957603290,Nashville,D. McCarty,6,3.539745754,0.181740393
1,0:01:58,1599957603330,Nashville,D. McCarty,6,3.448028422,0.192018594
1,0:01:58,1599957603370,Nashville,D. McCarty,6,3.288175786,0.184097823
1,0:01:58,1599957603410,Nashville,D. McCarty,6,3.144280522,0.184128499
1,0:01:58,1599957603450,Nashville,D. McCarty,6,2.992524018,0.18417931
1,0:01:58,1599957603490,Nashville,D. McCarty,6,2.825190259,0.184262392
1,0:01:58,1599957603530,Nashville,D. McCarty,6,2.650452792,0.170271347
1,0:01:58,1599957603570,Nashville,D. McCarty,6,2.498039231,0.176724948
1,0:01:58,1599957603610,Nashville,D. McCarty,6,2.299565176,0.162628116
1,0:01:58,1599957603650,Nashville,D. McCarty,6,2.107534104,0.154971685
1,0:01:58,1599957603690,Nashville,D. McCarty,6,1.924396009,0.148501868
1,0:01:58,1599957603730,Nashville,D. McCarty,6,1.728872465,0.145932163
1,0:01:59,1599957603770,Nashville,D. McCarty,6,1.580284784,0.11587364
1,0:01:59,1599957603810,Nashville,D. McCarty,6,1.514265499,0.103981839
1,0:01:59,1599957603850,Nashville,D. McCarty,6,1.559134375,0.060168065
1,0:01:59,1599957603890,Nashville,D. McCarty,6,1.80294204,0.021004892
1,0:01:59,1599957604170,Nashville,A. Danladi,7,2.965029511,0.16894296
1,0:01:59,1599957604210,Nashville,A. Danladi,7,2.620686933,0.16717924
1,0:01:59,1599957604250,Nashville,A. Danladi,7,2.285278976,0.156781854
1,0:01:59,1599957604290,Nashville,A. Danladi,7,1.993614807,0.149136561
1,0:01:59,1599957604330,Nashville,A. Danladi,7,1.847187051,0.151869971
1,0:01:59,1599957604370,Nashville,A. Danladi,7,1.704142013,0.140652326
1,0:01:59,1599957604410,Nashville,A. Danladi,7,1.572068701,0.122344589
1,0:01:59,1599957604450,Nashville,A. Danladi,7,1.471869559,0.135419037
1,0:01:59,1599957604490,Nashville,A. Danladi,7,1.357718675,0.119292254
1,0:01:59,1599957604530,Nashville,A. Danladi,7,1.251758763,0.109611662
1,0:01:59,1599957604570,Nashville,A. Danladi,7,1.301153335,0.104449528
1,0:01:59,1599957604610,Nashville,A. Danladi,7,1.358307771,0.113478465
1,0:01:59,1599957604650,Nashville,D. McCarty,6,4.418382057,0.012567717
1,0:01:59,1599957604650,Nashville,A. Danladi,7,1.409290602,0.101123946
1,0:01:59,1599957604690,Nashville,D. McCarty,6,4.18169822,0.008486028
1,0:01:59,1599957604690,Nashville,A. Danladi,7,1.557080602,0.105426373
1,0:01:59,1599957604730,Nashville,D. McCarty,6,3.950341757,0.002456247
1,0:01:59,1599957604730,Nashville,A. Danladi,7,1.716041958,0.101204504
1,0:02:00,1599957604770,Nashville,D. McCarty,6,3.737285111,0.015659122
1,0:02:00,1599957604770,Nashville,A. Danladi,7,1.886054082,0.106025992
1,0:02:00,1599957604810,Nashville,D. McCarty,6,3.590501358,0.014064584
1,0:02:00,1599957604810,Nashville,A. Danladi,7,1.844586675,0.093872535
1,0:02:00,1599957604850,Nashville,D. McCarty,6,3.458279919,0.021770062
1,0:02:00,1599957604850,Nashville,A. Danladi,7,1.82849665,0.09491654
1,0:02:00,1599957604890,Nashville,D. McCarty,6,3.306055051,0.021713412
1,0:02:00,1599957604890,Nashville,A. Danladi,7,1.802470527,0.105031279
1,0:02:00,1599957604930,Nashville,D. McCarty,6,3.064718584,0.027598238
1,0:02:00,1599957604930,Nashville,A. Danladi,7,1.874166481,0.081821649
1,0:02:00,1599957604970,Nashville,D. McCarty,6,2.828568543,0.028282843
1,0:02:00,1599957604970,Nashville,A. Danladi,7,1.968247952,0.098702553
1,0:02:00,1599957605010,Nashville,D. McCarty,6,2.589401475,0.035952827
1,0:02:00,1599957605010,Nashville,A. Danladi,7,2.048462838,0.097745022
1,0:02:00,1599957605050,Nashville,D. McCarty,6,2.48485412,0.035650168
1,0:02:00,1599957605050,Nashville,A. Danladi,7,2.028718808,0.096569745
1,0:02:00,1599957605090,Nashville,D. McCarty,6,2.381931989,0.036702789
1,0:02:00,1599957605090,Nashville,A. Danladi,7,2.009427779,0.086409319
1,0:02:00,1599957605130,Nashville,D. McCarty,6,2.279056822,0.051143
1,0:02:00,1599957605130,Nashville,A. Danladi,7,1.999649969,0.080770088
1,0:02:00,1599957605170,Nashville,D. McCarty,6,2.144411341,0.0454354
1,0:02:00,1599957605170,Nashville,A. Danladi,7,2.021583538,0.08452391
1,0:02:00,1599957605210,Nashville,D. McCarty,6,2.018167486,0.046163429
1,0:02:00,1599957605210,Nashville,A. Danladi,7,2.039338128,0.07923609
1,0:02:00,1599957605250,Nashville,D. McCarty,6,1.894333656,0.055149054
1,0:02:00,1599957605250,Nashville,A. Danladi,7,2.061674077,0.074414658
1,0:02:00,1599957605290,Nashville,D. McCarty,6,1.809668478,0.05689924
1,0:02:00,1599957605290,Nashville,A. Danladi,7,2.147673159,0.077479932
1,0:02:00,1599957605330,Nashville,D. McCarty,6,1.731415606,0.054215558
1,0:02:00,1599957605330,Nashville,A. Danladi,7,2.238861318,0.071051363
1,0:02:00,1599957605370,Nashville,D. McCarty,6,1.673708457,0.059707218
1,0:02:00,1599957605370,Nashville,A. Danladi,7,2.327251598,0.066234128
1,0:02:00,1599957605410,Nashville,D. McCarty,6,1.508409759,0.066189248
1,0:02:00,1599957605410,Nashville,A. Danladi,7,2.297150409,0.072807809
1,0:02:00,1599957605450,Nashville,D. McCarty,6,1.347664647,0.060303004
1,0:02:00,1599957605450,Nashville,A. Danladi,7,2.268237201,0.065330031
1,0:02:00,1599957605490,Nashville,D. McCarty,6,1.186001686,0.067744113
1,0:02:00,1599957605490,Nashville,A. Danladi,7,2.245016704,0.057849586
1,0:02:00,1599957605530,Nashville,D. McCarty,6,1.107248843,0.069848245
1,0:02:00,1599957605530,Nashville,A. Danladi,7,2.151325173,0.070700267
1,0:02:00,1599957605570,Nashville,D. McCarty,6,1.015135459,0.065925261
1,0:02:00,1599957605570,Nashville,A. Danladi,7,2.048828934,0.057598159
1,0:02:00,1599957605610,Nashville,D. McCarty,6,0.94154129,0.064272802
1,0:02:00,1599957605610,Nashville,A. Danladi,7,1.95532606,0.06617281
1,0:02:00,1599957605650,Nashville,D. McCarty,6,0.971699542,0.063679718
1,0:02:00,1599957605650,Nashville,A. Danladi,7,1.909057359,0.05298624
1,0:02:00,1599957605690,Nashville,D. McCarty,6,0.998098192,0.063378982
1,0:02:00,1599957605690,Nashville,A. Danladi,7,1.889153249,0.058169907
1,0:02:00,1599957605730,Nashville,D. McCarty,6,1.015529419,0.058398289
1,0:02:00,1599957605730,Nashville,A. Danladi,7,1.862068742,0.057934601
1,0:02:01,1599957605770,Nashville,D. McCarty,6,1.070420478,0.056862389
1,0:02:01,1599957605770,Nashville,A. Danladi,7,1.78549713,0.05645115
1,0:02:01,1599957605810,Nashville,D. McCarty,6,1.128981842,0.041737619
1,0:02:01,1599957605810,Nashville,A. Danladi,7,1.718284028,0.056568047
1,0:02:01,1599957605850,Nashville,D. McCarty,6,1.204325537,0.048297856
1,0:02:01,1599957605850,Nashville,A. Danladi,7,1.659518002,0.06399301
1,0:02:01,1599957605890,Nashville,D. McCarty,6,1.17034183,0.03755765
1,0:02:01,1599957605890,Nashville,A. Danladi,7,1.533883959,0.06402002
1,0:02:01,1599957605930,Nashville,D. McCarty,6,1.138463877,0.034561708
1,0:02:01,1599957605930,Nashville,A. Danladi,7,1.407195793,0.06536868
1,0:02:01,1599957605970,Nashville,D. McCarty,6,1.121605991,0.025248386
1,0:02:01,1599957605970,Nashville,A. Danladi,7,1.286895489,0.05901113
1,0:02:01,1599957606010,Nashville,D. McCarty,6,1.23794184,0.034530024
1,0:02:01,1599957606010,Nashville,A. Danladi,7,1.339626814,0.066481103
1,0:02:01,1599957606050,Nashville,D. McCarty,6,1.351036639,0.021600668
1,0:02:01,1599957606050,Nashville,A. Danladi,7,1.396710421,0.062094371
1,0:02:01,1599957606090,Nashville,D. McCarty,6,1.34380058,0.021038319
1,0:02:01,1599957606090,Nashville,A. Danladi,7,1.297690256,0.062214639
1,0:02:01,1599957606130,Nashville,D. McCarty,6,1.428425707,0.028282857
1,0:02:01,1599957606130,Nashville,A. Danladi,7,1.315180596,0.062782896
1,0:02:01,1599957606170,Nashville,D. McCarty,6,1.507481343,0.006748189
1,0:02:01,1599957606170,Nashville,A. Danladi,7,1.337011593,0.059318359
1,0:02:01,1599957606210,Nashville,D. McCarty,6,1.602061172,0.013036314
1,0:02:01,1599957606210,Nashville,A. Danladi,7,1.3567977,0.059878274
1,0:02:01,1599957606250,Nashville,D. McCarty,6,1.658493292,0.006555037
1,0:02:01,1599957606250,Nashville,A. Danladi,7,1.31605471,0.06030792
1,0:02:01,1599957606290,Nashville,D. McCarty,6,1.720726591,0.00579219
1,0:02:01,1599957606290,Nashville,A. Danladi,7,1.266056871,0.060652374
1,0:02:01,1599957606330,Nashville,A. Danladi,7,1.22,0.050983319
1,0:02:01,1599957606370,Nashville,A. Danladi,7,1.208139065,0.059574744
1,0:02:01,1599957606410,Nashville,A. Danladi,7,1.182074448,0.050482649
1,0:02:01,1599957606450,Nashville,A. Danladi,7,1.180042372,0.049998125
1,0:02:01,1599957606490,Nashville,A. Danladi,7,1.180169479,0.059767766
1,0:02:01,1599957606530,Nashville,A. Danladi,7,1.191511645,0.04993379
1,0:02:01,1599957606570,Nashville,A. Danladi,7,1.192057046,0.049253475
1,0:02:19,1599957624250,Nashville,H. Mukhtar,10,4.504442252,0.14186274
1,0:02:19,1599957624290,Nashville,H. Mukhtar,10,4.386034656,0.152206601
1,0:02:19,1599957624330,Nashville,H. Mukhtar,10,4.418879949,0.152675547
1,0:02:19,1599957624370,Nashville,H. Mukhtar,10,4.32042822,0.162291618
1,0:02:19,1599957624410,Nashville,H. Mukhtar,10,4.242086751,0.152490194
1,0:02:19,1599957624450,Nashville,H. Mukhtar,10,4.174697594,0.172673106
1,0:02:19,1599957624490,Nashville,H. Mukhtar,10,4.087701065,0.173764428
1,0:02:19,1599957624530,Nashville,H. Mukhtar,10,4.01,0.173074147
1,0:02:19,1599957624570,Nashville,H. Mukhtar,10,3.913693907,0.175338654
1,0:02:19,1599957624610,Nashville,H. Mukhtar,10,3.845256818,0.174480334
1,0:02:19,1599957624650,Nashville,H. Mukhtar,10,3.748332963,0.175868827
1,0:02:19,1599957624690,Nashville,H. Mukhtar,10,3.660300534,0.186023631
1,0:02:19,1599957624730,Nashville,H. Mukhtar,10,3.55257653,0.177580233
1,0:02:20,1599957624770,Nashville,H. Mukhtar,10,3.471959101,0.177585109
1,0:02:20,1599957624810,Nashville,H. Mukhtar,10,3.382809483,0.188909046
1,0:02:20,1599957624850,Nashville,H. Mukhtar,10,3.272491406,0.180275372
1,0:02:20,1599957624890,Nashville,H. Mukhtar,10,3.189122136,0.17102671
1,0:02:20,1599957624930,Nashville,H. Mukhtar,10,3.095948966,0.180473019
1,0:02:20,1599957624970,Nashville,H. Mukhtar,10,2.984124662,0.173484166
1,0:02:20,1599957625010,Nashville,H. Mukhtar,10,2.849034924,0.174693884
1,0:02:20,1599957625050,Nashville,H. Mukhtar,10,2.71827151,0.16672296
1,0:02:20,1599957625090,Nashville,H. Mukhtar,10,2.608639492,0.168639492
1,0:02:20,1599957625130,Nashville,H. Mukhtar,10,2.488533705,0.170387894
1,0:02:20,1599957625170,Nashville,H. Mukhtar,10,2.375078946,0.172807392
1,0:02:20,1599957625210,Nashville,H. Mukhtar,10,2.255681715,0.164748909
1,0:02:20,1599957625250,Nashville,H. Mukhtar,10,2.163007166,0.169768595
1,0:02:32,1599957637050,Atlanta,J. Larentowicz,18,3.462441335,0.185781451
1,0:02:32,1599957637090,Atlanta,J. Larentowicz,18,3.156358661,0.192088094
1,0:02:32,1599957637130,Atlanta,J. Larentowicz,18,2.823632412,0.190535377
1,0:02:32,1599957637170,Atlanta,J. Larentowicz,18,2.484773632,0.192089615
1,0:02:32,1599957637210,Atlanta,J. Larentowicz,18,2.138270329,0.198167239
1,0:02:32,1599957637250,Atlanta,J. Larentowicz,18,1.974259355,0.184147626
1,0:02:32,1599957637290,Atlanta,J. Larentowicz,18,1.956859729,0.206145589
1,0:02:32,1599957637330,Atlanta,J. Larentowicz,18,1.802359565,0.192080086
1,0:02:32,1599957637370,Atlanta,J. Larentowicz,18,1.742899882,0.198328744
1,0:02:32,1599957637410,Atlanta,J. Larentowicz,18,1.650757402,0.178038827
1,0:02:32,1599957637450,Atlanta,J. Larentowicz,18,1.558621186,0.192092737
1,0:02:32,1599957637490,Atlanta,J. Larentowicz,18,1.458663772,0.178038925
1,0:02:32,1599957637530,Atlanta,J. Larentowicz,18,1.350925609,0.179388157
1,0:02:32,1599957637570,Atlanta,J. Larentowicz,18,1.249639948,0.164974101
1,0:02:32,1599957637610,Atlanta,J. Larentowicz,18,1.141095964,0.164366729
1,0:02:32,1599957637650,Atlanta,J. Larentowicz,18,1.033924562,0.156656074
1,0:02:32,1599957637690,Atlanta,J. Larentowicz,18,0.926984358,0.14206398
1,0:02:32,1599957637730,Atlanta,J. Larentowicz,18,0.827345152,0.139667902
1,0:02:33,1599957637770,Atlanta,J. Larentowicz,18,0.73,0.13594613
1,0:02:33,1599957637810,Atlanta,J. Larentowicz,18,0.634113554,0.126373464
1,0:02:33,1599957637850,Atlanta,J. Larentowicz,18,0.55470713,0.102822189
1,0:02:33,1599957637890,Atlanta,J. Larentowicz,18,0.487647414,0.101642232
1,0:02:33,1599957637930,Atlanta,J. Larentowicz,18,0.436577599,0.075329762
1,0:02:33,1599957637970,Atlanta,J. Larentowicz,18,0.376563408,0.042797022
1,0:02:33,1599957638010,Atlanta,J. Larentowicz,18,0.464865572,0.062870547
1,0:02:33,1599957638050,Atlanta,J. Larentowicz,18,0.540832691,0.065648516
1,0:02:33,1599957638090,Atlanta,J. Larentowicz,18,0.640780774,0.073242229
1,0:02:33,1599957638130,Atlanta,J. Larentowicz,18,0.787210264,0.06936627
1,0:02:33,1599957638170,Atlanta,J. Larentowicz,18,0.909175451,0.085707176
1,0:02:33,1599957638210,Atlanta,J. Larentowicz,18,0.842199501,0.085760475
1,0:02:33,1599957638250,Atlanta,J. Larentowicz,18,0.912633552,0.092755512
1,0:02:33,1599957638290,Atlanta,J. Larentowicz,18,0.995690715,0.086515264
1,0:02:33,1599957638330,Atlanta,J. Larentowicz,18,1.046231332,0.094338481
1,0:02:33,1599957638370,Atlanta,J. Larentowicz,18,1.1,0.09875078
1,0:02:33,1599957638410,Atlanta,J. Larentowicz,18,1.126143863,0.113572878
1,0:02:33,1599957638450,Atlanta,J. Larentowicz,18,1.160387866,0.108294714
1,0:02:33,1599957638490,Atlanta,J. Larentowicz,18,1.163872845,0.109643269
1,0:02:33,1599957638530,Atlanta,J. Larentowicz,18,1.182581921,0.11202132
1,0:02:33,1599957638570,Atlanta,J. Larentowicz,18,1.181905242,0.126395886
1,0:02:33,1599957638610,Atlanta,J. Larentowicz,18,1.188023569,0.120081623
1,0:02:33,1599957638650,Atlanta,J. Larentowicz,18,1.180889495,0.113134842
1,0:02:33,1599957638690,Atlanta,J. Larentowicz,18,1.16691902,0.120018834
1,0:02:33,1599957638730,Atlanta,J. Larentowicz,18,1.15974135,0.126978067
1,0:02:34,1599957638770,Atlanta,J. Larentowicz,18,1.131459235,0.119678626
1,0:02:34,1599957638810,Atlanta,J. Larentowicz,18,1.103449138,0.12764178
1,0:02:34,1599957638850,Atlanta,J. Larentowicz,18,1.078146558,0.12893636
1,0:02:34,1599957638890,Atlanta,J. Larentowicz,18,1.044030651,0.117855721
1,0:02:34,1599957638930,Atlanta,J. Larentowicz,18,1.012422837,0.127606471
1,0:02:34,1599957638970,Atlanta,J. Larentowicz,18,0.98488578,0.129023642
1,0:02:34,1599957639010,Atlanta,J. Larentowicz,18,0.952732911,0.129811287
1,0:02:34,1599957639050,Atlanta,J. Larentowicz,18,0.921140597,0.135647122
1,0:02:34,1599957639090,Atlanta,J. Larentowicz,18,0.87595662,0.123228249
1,0:02:34,1599957639130,Atlanta,J. Larentowicz,18,0.829698741,0.123653416
1,0:02:34,1599957639170,Atlanta,J. Larentowicz,18,0.78517514,0.131416775
1,0:02:34,1599957639210,Atlanta,J. Larentowicz,18,0.750266619,0.118285607
1,0:02:34,1599957639250,Atlanta,J. Larentowicz,18,0.743303437,0.110057829
1,0:02:34,1599957639290,Atlanta,J. Larentowicz,18,0.780320447,0.094317532
1,0:02:34,1599957639330,Atlanta,J. Larentowicz,18,0.891403388,0.063393726
1,0:02:34,1599957639370,Atlanta,J. Larentowicz,18,1.077032961,0.061848249
1,0:02:34,1599957639410,Atlanta,J. Larentowicz,18,1.3,0.047722076
1,0:02:34,1599957639650,Atlanta,J. Larentowicz,18,2.500599928,0.034732941
1,0:02:34,1599957639690,Atlanta,J. Larentowicz,18,2.842534081,0.041891297
1,0:02:34,1599957639730,Atlanta,J. Larentowicz,18,2.963798239,0.051719943
1,0:02:35,1599957639930,Atlanta,Matheus Rossetto,9,4.390045558,0.174597776
1,0:02:35,1599957639930,Atlanta,J. Larentowicz,18,3.483676219,0.039478199
1,0:02:35,1599957639970,Atlanta,Matheus Rossetto,9,4.145419159,0.16152659
1,0:02:35,1599957639970,Atlanta,J. Larentowicz,18,3.524599268,0.058823742
1,0:02:35,1599957640010,Atlanta,Matheus Rossetto,9,3.947074866,0.187753119
1,0:02:35,1599957640010,Atlanta,J. Larentowicz,18,3.505709629,0.047371878
1,0:02:35,1599957640050,Atlanta,Matheus Rossetto,9,3.731728822,0.161504739
1,0:02:35,1599957640050,Atlanta,J. Larentowicz,18,3.488266045,0.04685645
1,0:02:35,1599957640090,Atlanta,Matheus Rossetto,9,3.561039174,0.174639907
1,0:02:35,1599957640090,Atlanta,J. Larentowicz,18,3.451376537,0.054318987
1,0:02:35,1599957640130,Atlanta,Matheus Rossetto,9,3.386399268,0.170672289
1,0:02:35,1599957640130,Atlanta,J. Larentowicz,18,3.39705755,0.041912248
1,0:02:35,1599957640170,Atlanta,Matheus Rossetto,9,3.206555785,0.14830465
1,0:02:35,1599957640170,Atlanta,J. Larentowicz,18,3.365070579,0.050134682
1,0:02:35,1599957640210,Atlanta,Matheus Rossetto,9,3.05424295,0.162530655
1,0:02:35,1599957640210,Atlanta,J. Larentowicz,18,3.313502678,0.035317205
1,0:02:35,1599957640250,Atlanta,Matheus Rossetto,9,2.891712296,0.144058751
1,0:02:35,1599957640250,Atlanta,J. Larentowicz,18,3.278185474,0.04223121
1,0:02:35,1599957640290,Atlanta,Matheus Rossetto,9,2.747653544,0.148692213
1,0:02:35,1599957640290,Atlanta,J. Larentowicz,18,3.235954264,0.02472397
1,0:02:35,1599957640330,Atlanta,Matheus Rossetto,9,2.598961331,0.125805452
1,0:02:35,1599957640330,Atlanta,J. Larentowicz,18,3.211230294,0.020337002
1,0:02:35,1599957640370,Atlanta,Matheus Rossetto,9,2.44517893,0.138297919
1,0:02:35,1599957640370,Atlanta,J. Larentowicz,18,3.05158975,0.022315909
1,0:02:35,1599957640410,Atlanta,Matheus Rossetto,9,2.29856477,0.119459449
1,0:02:35,1599957640410,Atlanta,J. Larentowicz,18,2.876560446,0.030492984
1,0:02:35,1599957640450,Atlanta,Matheus Rossetto,9,2.244370736,0.119753123
1,0:02:35,1599957640450,Atlanta,J. Larentowicz,18,2.696701689,0.037378467
1,0:02:36,1599957640970,Atlanta,Matheus Rossetto,9,4.062080748,0.065557258
1,0:02:36,1599957640970,Atlanta,G. Bello,21,2.293686988,0.129778487
1,0:02:36,1599957640970,Atlanta,J. Larentowicz,18,1.956859729,0.159611833
1,0:02:36,1599957641010,Atlanta,Matheus Rossetto,9,4.238136383,0.059787427
1,0:02:36,1599957641010,Atlanta,G. Bello,21,1.901289036,0.129905396
1,0:02:36,1599957641010,Atlanta,J. Larentowicz,18,1.990602924,0.154846949
1,0:02:36,1599957641050,Atlanta,Matheus Rossetto,9,4.428329256,0.05970247
1,0:02:36,1599957641050,Atlanta,G. Bello,21,1.572036895,0.119831676
1,0:02:36,1599957641050,Atlanta,J. Larentowicz,18,1.95,0.162907389
1,0:02:36,1599957641090,Atlanta,G. Bello,21,1.192686044,0.109727135
1,0:02:36,1599957641090,Atlanta,J. Larentowicz,18,2.028324432,0.150852727
1,0:02:36,1599957641130,Atlanta,Matheus Rossetto,9,4.508214724,0.039601964
1,0:02:36,1599957641130,Atlanta,G. Bello,21,1.16965807,0.099097469
1,0:02:36,1599957641130,Atlanta,J. Larentowicz,18,1.777920133,0.158043595
1,0:02:36,1599957641170,Atlanta,Matheus Rossetto,9,4.374437107,0.0451762
1,0:02:36,1599957641170,Atlanta,G. Bello,21,1.189495691,0.089222998
1,0:02:36,1599957641170,Atlanta,J. Larentowicz,18,1.507846146,0.135512367
1,0:02:36,1599957641210,Atlanta,Matheus Rossetto,9,4.23680304,0.036993521
1,0:02:36,1599957641210,Atlanta,G. Bello,21,1.219262072,0.087891222
1,0:02:36,1599957641210,Atlanta,J. Larentowicz,18,1.262101422,0.139025289
1,0:02:36,1599957641250,Atlanta,Matheus Rossetto,9,4.109111826,0.036557345
1,0:02:36,1599957641250,Atlanta,G. Bello,21,1.250279969,0.056630104
1,0:02:36,1599957641250,Atlanta,J. Larentowicz,18,1.015332458,0.120625802
1,0:02:36,1599957641290,Atlanta,Matheus Rossetto,9,3.925519074,0.035506221
1,0:02:36,1599957641290,Atlanta,G. Bello,21,1.391689621,0.056624079
1,0:02:36,1599957641290,Atlanta,J. Larentowicz,18,0.724223722,0.124223722
1,0:02:36,1599957641330,Atlanta,Matheus Rossetto,9,3.783080755,0.035414815
1,0:02:36,1599957641330,Atlanta,G. Bello,21,1.483543056,0.036718948
1,0:02:36,1599957641330,Atlanta,J. Larentowicz,18,0.488364618,0.096318702
1,0:02:49,1599957653810,Atlanta,F. Escobar,2,0.653069675,0.007701563
